value_book,value_book_price,EV,game,market,name,description,point,ballybet_price,betmgm_price,betonlineag_price,bovada_price,draftkings_price,espnbet_price,fanduel_price,hardrockbet_price,avg_dejuiced_prob,book_decimal_odds
fanduel,270.0,0.10914696399300472,Cleveland Cavaliers @ Indiana Pacers,player_rebounds_alternate,Darius Garland,Over,3.5,,,181.0,225.0,225.0,210.0,270.0,220.0,0.2997694497278391,3.7
draftkings,-160.0,0.014967671768879587,Brooklyn Nets @ Portland Trail Blazers,player_assists_alternate,Ben Simmons,Over,6.5,,-210.0,-208.0,,-160.0,,,-190.0,0.6245954903193105,1.625
bovada,105.0,0.02510366675051201,Phoenix Suns @ Atlanta Hawks,player_points_assists,Dyson Daniels,Over,20.5,-109.0,-125.0,,105.0,,-125.0,-106.0,-125.0,0.5000505691465913,2.05
betmgm,-110.0,0.013820552843303968,Cleveland Cavaliers @ Indiana Pacers,player_points,Andrew Nembhard,Over,12.5,-150.0,-110.0,,-145.0,,-130.0,,-145.0,0.5310488610131593,1.9090909090909087
draftkings,-170.0,0.0009121955133235549,Sacramento Kings @ Milwaukee Bucks,player_assists_alternate,Bobby Portis,Over,1.5,,,-192.0,,-170.0,-200.0,,,0.6302039749528333,1.5882352941176472
fanduel,-390.0,-0.08037833402886718,Oklahoma City Thunder @ Philadelphia 76ers,player_points_alternate,Jalen Williams,Over,14.5,,-700.0,,-430.0,-525.0,-500.0,-390.0,-500.0,0.7319437749566159,1.2564102564102564
ballybet,128.0,0.03516840208608174,Brooklyn Nets @ Portland Trail Blazers,player_threes,Shaedon Sharpe,Over,2.5,128.0,100.0,104.0,105.0,105.0,100.0,118.0,-105.0,0.4540212289851236,2.28
fanduel,-115.0,0.031741868707806375,Oklahoma City Thunder @ Philadelphia 76ers,player_assists_alternate,Tyrese Maxey,Over,5.5,,,-128.0,-135.0,-150.0,,-115.0,-140.0,0.551861929773943,1.869565217391304
fanduel,330.0,0.10290572039765378,Cleveland Cavaliers @ Indiana Pacers,player_rebounds_alternate,Donovan Mitchell,Over,5.5,,,188.0,325.0,295.0,,330.0,250.0,0.256489702418059,4.3
draftkings,360.0,0.099654535700334,Cleveland Cavaliers @ Indiana Pacers,player_rebounds_alternate,Evan Mobley,Over,11.5,,,260.0,235.0,360.0,275.0,290.0,300.0,0.2390553338478987,4.6
fanduel,-300.0,-0.059085290175671434,Sacramento Kings @ Milwaukee Bucks,player_points_alternate,Damian Lillard,Over,19.5,,,,-330.0,-330.0,-425.0,-300.0,-400.0,0.7056860323682465,1.3333333333333333
fanduel,135.0,0.054104476888606756,New Orleans Pelicans @ Chicago Bulls,player_points_alternate,Yves Missi,Over,9.5,,105.0,,115.0,105.0,120.0,135.0,120.0,0.4485550965483433,2.35
fanduel,-260.0,-0.046493647329527876,Oklahoma City Thunder @ Philadelphia 76ers,player_rebounds_alternate,Paul George,Over,5.5,,,,-310.0,-320.0,,-260.0,-325.0,0.6886434769286743,1.3846153846153846
betmgm,550.0,0.15895763124537965,Phoenix Suns @ Atlanta Hawks,player_points_alternate,Zaccharie Risacher,Over,19.5,,550.0,,450.0,390.0,350.0,500.0,350.0,0.1783011740377507,6.5
ballybet,400.0,0.10994011393999648,Cleveland Cavaliers @ Indiana Pacers,player_double_double,Myles Turner,Yes,,400.0,,,300.0,350.0,260.0,310.0,275.0,0.2219880227879993,5.0
bovada,115.0,0.026595945970921075,New Orleans Pelicans @ Chicago Bulls,player_points,Zach LaVine,Over,28.5,,-105.0,-101.0,115.0,-120.0,-105.0,,-105.0,0.4774864864981029,2.15
ballybet,290.0,0.09719220414803131,Phoenix Suns @ Atlanta Hawks,player_double_double,Devin Booker,Yes,,290.0,240.0,,180.0,230.0,220.0,240.0,225.0,0.2813313343969311,3.9
betmgm,650.0,0.16563824704435182,Phoenix Suns @ Atlanta Hawks,player_points_alternate,De'Andre Hunter,Over,29.5,,650.0,,,450.0,425.0,550.0,425.0,0.1554184329392469,7.5
draftkings,550.0,0.1522474437273995,Cleveland Cavaliers @ Indiana Pacers,player_points_alternate,Caris LeVert,Over,14.5,,360.0,259.0,420.0,550.0,425.0,500.0,450.0,0.177268837496523,6.5
fanduel,-125.0,0.02436144269028362,Denver Nuggets @ Dallas Mavericks,player_points_alternate,Klay Thompson,Over,14.5,,,,,-165.0,-140.0,-125.0,-140.0,0.5690896903834909,1.8
draftkings,-145.0,-0.001991084926247333,Phoenix Suns @ Atlanta Hawks,player_steals,Devin Booker,Under,1.5,-195.0,-185.0,,,-145.0,,,-165.0,0.5906583374926291,1.6896551724137931
fanduel,290.0,0.09159282758777576,Sacramento Kings @ Milwaukee Bucks,player_assists_alternate,De'Aaron Fox,Over,7.5,,,207.0,240.0,190.0,240.0,290.0,250.0,0.2798955968173784,3.9
fanduel,-115.0,0.03207542097747229,Oklahoma City Thunder @ Philadelphia 76ers,player_points_alternate,Jalen Williams,Over,19.5,,-155.0,,-120.0,-150.0,-130.0,-115.0,-135.0,0.5520403414530667,1.869565217391304
bovada,145.0,0.0398216612504938,Denver Nuggets @ Dallas Mavericks,player_rebounds,P.J. Washington,Under,6.5,118.0,105.0,123.0,145.0,,115.0,120.0,115.0,0.4244170045920383,2.45
fanduel,-250.0,-0.04682511508511111,Phoenix Suns @ Atlanta Hawks,player_rebounds_alternate,Kevin Durant,Over,5.5,,,,-280.0,-330.0,,-250.0,-300.0,0.680839203510635,1.4
fanduel,-145.0,0.0221387807594704,Sacramento Kings @ Milwaukee Bucks,player_assists_alternate,Giannis Antetokounmpo,Over,5.5,,,-164.0,-160.0,-180.0,,-145.0,-180.0,0.6049392784086661,1.6896551724137931
fanduel,120.0,0.04526622679146841,Cleveland Cavaliers @ Indiana Pacers,player_points_alternate,Bennedict Mathurin,Over,19.5,,105.0,,100.0,110.0,-105.0,120.0,100.0,0.4751210121779401,2.2
espnbet,175.0,0.0684843653187337,Cleveland Cavaliers @ Indiana Pacers,player_rebounds_alternate,T.J. McConnell,Over,3.5,,,133.0,125.0,120.0,175.0,145.0,175.0,0.3885397692068122,2.75
hardrockbet,175.0,0.0684843653187337,Cleveland Cavaliers @ Indiana Pacers,player_rebounds_alternate,T.J. McConnell,Over,3.5,,,133.0,125.0,120.0,175.0,145.0,175.0,0.3885397692068122,2.75
espnbet,-140.0,0.015678998872276084,Denver Nuggets @ Dallas Mavericks,player_points_rebounds_assists_alternate,Nikola Jokic,Over,49.5,,,-172.0,,-175.0,-140.0,,,0.5924794160088277,1.7142857142857144
espnbet,350.0,0.08306414770615644,Cleveland Cavaliers @ Indiana Pacers,player_points_rebounds_assists_alternate,T.J. McConnell,Over,24.5,,,321.0,,215.0,350.0,,,0.2406809217124792,4.5
ballybet,112.0,0.013692445659482577,Sacramento Kings @ Milwaukee Bucks,player_points,Damian Lillard,Over,25.5,112.0,-110.0,,,,-110.0,,-110.0,0.4781568139903219,2.12
fanduel,270.0,0.09531201029449532,Sacramento Kings @ Milwaukee Bucks,player_rebounds_alternate,Keegan Murray,Over,7.5,,,171.0,250.0,225.0,210.0,270.0,220.0,0.2960302730525663,3.7
fanduel,-850.0,-0.12163547330561186,Oklahoma City Thunder @ Philadelphia 76ers,player_assists_alternate,Isaiah Hartenstein,Over,1.5,,,-1667.0,,,-1200.0,-850.0,,0.7859051028318209,1.1176470588235294
fanduel,400.0,0.10755776674399598,New Orleans Pelicans @ Chicago Bulls,player_double_double,Yves Missi,Yes,,,300.0,,350.0,295.0,275.0,400.0,275.0,0.2215115533487992,5.0
fanduel,470.0,0.10961274854555492,Sacramento Kings @ Milwaukee Bucks,player_assists_alternate,DeMar DeRozan,Over,5.5,,,251.0,400.0,350.0,,470.0,400.0,0.1946689032536061,5.7
fanduel,250.0,0.08797986872390529,Denver Nuggets @ Dallas Mavericks,player_points_alternate,Klay Thompson,Over,19.5,,,190.0,,170.0,210.0,250.0,230.0,0.3108513910639729,3.5
bovada,105.0,0.015406583217354441,Oklahoma City Thunder @ Philadelphia 76ers,player_points_rebounds,Guerschon Yabusele,Over,17.5,,-120.0,,105.0,-105.0,-120.0,,-120.0,0.4953202844962705,2.05
draftkings,205.0,0.06430186194989251,Brooklyn Nets @ Portland Trail Blazers,player_points_rebounds_assists_alternate,Deandre Ayton,Over,29.5,,,148.0,,205.0,180.0,,,0.3489514301475058,3.05
hardrockbet,250.0,0.08756463722629793,New Orleans Pelicans @ Chicago Bulls,player_assists_alternate,Zion Williamson,Over,5.5,,,161.0,200.0,200.0,,220.0,250.0,0.310732753493228,3.5
fanduel,-170.0,0.008569168635133018,Sacramento Kings @ Milwaukee Bucks,player_points_alternate,Giannis Antetokounmpo,Over,29.5,,,,-190.0,-195.0,-210.0,-170.0,-210.0,0.6350250321036023,1.5882352941176472
draftkings,-185.0,0.0027546087497882787,Cleveland Cavaliers @ Indiana Pacers,player_rebounds_alternate,Evan Mobley,Over,7.5,,,-227.0,-250.0,-185.0,-215.0,-200.0,-230.0,0.6509108863814415,1.5405405405405406
ballybet,900.0,0.2732615075875251,Oklahoma City Thunder @ Philadelphia 76ers,player_double_double,Shai Gilgeous-Alexander,Yes,,900.0,650.0,,550.0,500.0,475.0,550.0,600.0,0.1273261507587525,10.0
fanduel,-380.0,-0.07709127892194234,Sacramento Kings @ Milwaukee Bucks,player_rebounds_alternate,Domantas Sabonis,Over,11.5,,,,-450.0,-500.0,-500.0,-380.0,-525.0,0.7306360708534623,1.263157894736842
fanduel,-160.0,0.012913753438265951,Sacramento Kings @ Milwaukee Bucks,player_rebounds_alternate,Damian Lillard,Over,3.5,,,-213.0,-175.0,-190.0,-190.0,-160.0,-195.0,0.6233315405773945,1.625
bovada,400.0,0.10217177382897757,Oklahoma City Thunder @ Philadelphia 76ers,player_rebounds_alternate,Shai Gilgeous-Alexander,Over,7.5,,,266.0,400.0,320.0,275.0,390.0,300.0,0.2204343547657955,5.0
bovada,120.0,0.018907779309631723,Cleveland Cavaliers @ Indiana Pacers,player_points_rebounds_assists,Bennedict Mathurin,Over,27.5,,-105.0,110.0,120.0,,,,-105.0,0.4631398996861962,2.2
bovada,300.0,0.09219579219008645,Oklahoma City Thunder @ Philadelphia 76ers,player_rebounds_alternate,Luguentz Dort,Over,5.5,,,193.0,300.0,265.0,,320.0,220.0,0.2730489480475216,4.0
betmgm,-150.0,0.0068961634941258065,Brooklyn Nets @ Portland Trail Blazers,player_points_alternate,Toumani Camara,Over,9.5,,-150.0,,,-180.0,-170.0,,-170.0,0.6041376980964757,1.6666666666666663
bovada,105.0,0.018852887060348378,Sacramento Kings @ Milwaukee Bucks,player_points_rebounds,Brook Lopez,Over,16.5,-109.0,-125.0,,105.0,-105.0,-120.0,-104.0,-125.0,0.4970014083221212,2.05
hardrockbet,135.0,0.05175024137876805,New Orleans Pelicans @ Chicago Bulls,player_points_alternate,Nikola Vucevic,Over,19.5,,100.0,117.0,105.0,120.0,110.0,120.0,135.0,0.447553294203731,2.35
betmgm,650.0,0.11770904269632276,Brooklyn Nets @ Portland Trail Blazers,player_rebounds_alternate,Deandre Ayton,Over,14.5,,650.0,409.0,,450.0,475.0,,,0.1490278723595097,7.5
betonlineag,-103.0,0.033944958969808425,Sacramento Kings @ Milwaukee Bucks,player_assists_alternate,Damian Lillard,Over,7.5,,,-103.0,-120.0,-120.0,-125.0,-105.0,-135.0,0.5246124668664545,1.970873786407767
fanduel,-230.0,-0.028640441683920104,Oklahoma City Thunder @ Philadelphia 76ers,player_rebounds_alternate,Isaiah Hartenstein,Over,9.5,,-350.0,,-250.0,-290.0,-260.0,-230.0,,0.677008177008177,1.434782608695652
betmgm,650.0,0.1466800091856546,Cleveland Cavaliers @ Indiana Pacers,player_rebounds_alternate,Darius Garland,Over,4.5,,650.0,352.0,,500.0,475.0,,475.0,0.1528906678914206,7.5
fanduel,480.0,0.12631218602027938,Phoenix Suns @ Atlanta Hawks,player_points_alternate,Devin Booker,Over,34.5,,375.0,,470.0,320.0,325.0,480.0,350.0,0.194191756210393,5.8
draftkings,-145.0,0.022074607775946387,Cleveland Cavaliers @ Indiana Pacers,player_rebounds_alternate,Jarrett Allen,Over,9.5,,-175.0,-182.0,-200.0,-145.0,-160.0,-155.0,,0.6049012984796417,1.6896551724137931
fanduel,280.0,0.09695518747072285,Brooklyn Nets @ Portland Trail Blazers,player_assists_alternate,Anfernee Simons,Over,7.5,,,226.0,,210.0,220.0,280.0,230.0,0.2886724177554534,3.8
fanduel,-120.0,0.0254985437964943,Phoenix Suns @ Atlanta Hawks,player_points_alternate,De'Andre Hunter,Over,19.5,,-135.0,,,-130.0,-145.0,-120.0,-145.0,0.5593628420708151,1.8333333333333333
draftkings,100.0,0.034374229264538814,Cleveland Cavaliers @ Indiana Pacers,player_rebounds_alternate,Pascal Siakam,Over,7.5,,,-112.0,-135.0,100.0,-120.0,-115.0,-115.0,0.5171871146322694,2.0
ballybet,1150.0,0.3653319709782876,Sacramento Kings @ Milwaukee Bucks,player_triple_double,Giannis Antetokounmpo,Yes,,1150.0,650.0,,750.0,750.0,500.0,750.0,650.0,0.109226557678263,12.5
espnbet,-170.0,-0.0028415884912330602,Cleveland Cavaliers @ Indiana Pacers,player_points_rebounds_assists_alternate,Pascal Siakam,Over,29.5,,,-238.0,,-180.0,-170.0,,,0.6278404813203347,1.5882352941176472
bovada,200.0,0.07513147841433576,Sacramento Kings @ Milwaukee Bucks,player_assists_alternate,Domantas Sabonis,Over,7.5,,,158.0,200.0,160.0,165.0,180.0,165.0,0.3583771594714453,3.0
draftkings,-140.0,0.017839303553589314,Brooklyn Nets @ Portland Trail Blazers,player_points_alternate,Deni Avdija,Over,14.5,,-175.0,,,-140.0,-160.0,,-160.0,0.5937395937395937,1.7142857142857144
bovada,325.0,0.09008123527675083,Cleveland Cavaliers @ Indiana Pacers,player_rebounds_alternate,Donovan Mitchell,Over,5.5,,,188.0,325.0,295.0,,330.0,250.0,0.256489702418059,4.25
fanduel,112.0,0.02156328638152405,Oklahoma City Thunder @ Philadelphia 76ers,player_threes,Tyrese Maxey,Over,3.5,-103.0,-115.0,-105.0,-110.0,-115.0,100.0,112.0,-120.0,0.481869474708266,2.12
bovada,120.0,0.024366480464800944,Brooklyn Nets @ Portland Trail Blazers,player_points,Anfernee Simons,Over,23.5,107.0,-105.0,104.0,120.0,-110.0,105.0,,-105.0,0.4656211274840004,2.2
bovada,115.0,0.025627399047639,Denver Nuggets @ Dallas Mavericks,player_points,Christian Braun,Under,9.5,-106.0,-110.0,-105.0,115.0,-110.0,100.0,100.0,-110.0,0.4770359995570414,2.15
betmgm,230.0,0.08272911402915684,Phoenix Suns @ Atlanta Hawks,player_points_alternate,De'Andre Hunter,Over,24.5,,230.0,,,190.0,175.0,220.0,185.0,0.3280997315239869,3.3
bovada,105.0,0.009743597393365944,Phoenix Suns @ Atlanta Hawks,player_points_rebounds_assists,Zaccharie Risacher,Over,19.5,,-125.0,,105.0,,-115.0,,-105.0,0.4925578523870078,2.05
draftkings,600.0,0.11437594230063919,Oklahoma City Thunder @ Philadelphia 76ers,player_rebounds_alternate,Tyrese Maxey,Over,6.5,,525.0,288.0,,600.0,,,525.0,0.1591965631858056,7.0
espnbet,-215.0,-0.020544272477281522,Denver Nuggets @ Dallas Mavericks,player_rebounds_alternate,Nikola Jokic,Over,11.5,,,,,-310.0,-215.0,-290.0,-225.0,0.6685174013250301,1.4651162790697674
betonlineag,395.0,0.07637987012986991,Cleveland Cavaliers @ Indiana Pacers,player_points_rebounds_assists_alternate,Pascal Siakam,Over,39.5,,,395.0,,320.0,300.0,,,0.2174504788141151,4.95
espnbet,-240.0,-0.03634993625595129,New Orleans Pelicans @ Chicago Bulls,player_points_alternate,Nikola Vucevic,Over,14.5,,-375.0,,-320.0,-270.0,-240.0,-280.0,-260.0,0.6802235744075638,1.4166666666666667
fanduel,-240.0,-0.04559207930883746,Cleveland Cavaliers @ Indiana Pacers,player_assists_alternate,Darius Garland,Over,5.5,,,-312.0,-300.0,-250.0,,-240.0,-300.0,0.6736997087231735,1.4166666666666667
draftkings,950.0,0.24855000517459946,Cleveland Cavaliers @ Indiana Pacers,player_rebounds_alternate,Myles Turner,Over,11.5,,,588.0,625.0,950.0,600.0,700.0,575.0,0.1189095243023428,10.5
fanduel,124.0,0.02372176482234578,Brooklyn Nets @ Portland Trail Blazers,player_rebounds,Anfernee Simons,Over,3.5,115.0,100.0,104.0,,114.0,-105.0,124.0,-105.0,0.4570186450099758,2.24
espnbet,-150.0,0.010774747487217962,Sacramento Kings @ Milwaukee Bucks,player_points_rebounds_assists_alternate,De'Aaron Fox,Over,34.5,,,-185.0,,-180.0,-150.0,,,0.606464848492331,1.6666666666666663
draftkings,-160.0,0.009299342632675955,New Orleans Pelicans @ Chicago Bulls,player_points_rebounds_assists_alternate,Patrick Williams,Over,14.5,,,-200.0,,-160.0,-170.0,,,0.6211072877739544,1.625
fanduel,126.0,0.021410138432572445,Oklahoma City Thunder @ Philadelphia 76ers,player_steals,Shai Gilgeous-Alexander,Under,1.5,104.0,100.0,,,105.0,,126.0,105.0,0.451951388686979,2.26
hardrockbet,450.0,0.07212015719203624,New Orleans Pelicans @ Chicago Bulls,player_assists_alternate,Zion Williamson,Over,6.5,,425.0,241.0,,380.0,,,450.0,0.1949309376712793,5.5
fanduel,100.0,0.029844401937425213,Phoenix Suns @ Atlanta Hawks,player_assists_alternate,Devin Booker,Over,7.5,,,,-120.0,-115.0,-115.0,100.0,-120.0,0.5149222009687126,2.0
draftkings,400.0,0.06538756123934797,Sacramento Kings @ Milwaukee Bucks,player_points_rebounds_assists_alternate,Brook Lopez,Over,24.5,,,257.0,,400.0,350.0,,,0.2130775122478696,5.0
fanduel,-135.0,0.021598197281169185,Cleveland Cavaliers @ Indiana Pacers,player_rebounds_alternate,Donovan Mitchell,Over,3.5,,,-152.0,-150.0,-145.0,-160.0,-135.0,-175.0,0.5868755601402461,1.7407407407407407
fanduel,-140.0,0.02029857817887315,Oklahoma City Thunder @ Philadelphia 76ers,player_rebounds_alternate,Luguentz Dort,Over,3.5,,,-152.0,-160.0,-155.0,-170.0,-140.0,-180.0,0.5951741706043426,1.7142857142857144
